MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng;DeleteClient
458;01/12/1971;Đợt bí tích ngày 01 tháng 12 năm 1971;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
459;15/08/1971;Đợt bí tích ngày 15 tháng 08 năm 1971;;0;Trà Cổ 2;2014-09-16 08:34:25;;0
460;08/11/1971;Đợt bí tích ngày 08 tháng 11 năm 1971;;0;Phú Thạnh;2014-09-16 08:34:25;;0
461;30/08/1971;Đợt bí tích ngày 30 tháng 08 năm 1971;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
462;11/06/1971;Đợt bí tích ngày 11 tháng 06 năm 1971;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
463;12/09/1971;Đợt bí tích ngày 12 tháng 09 năm 1971;;0;Ngô Xá;2014-09-16 08:34:25;;0
464;27/08/1971;Đợt bí tích ngày 27 tháng 08 năm 1971;Fxd9inh Quốc Thụy;0;Ngũ Phúc;2014-09-16 08:34:25;;0
465;19/08/1971;Đợt bí tích ngày 19 tháng 08 năm 1971;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
466;29/07/1971;Đợt bí tích ngày 29 tháng 07 năm 1971;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
467;19/07/1971;Đợt bí tích ngày 19 tháng 07 năm 1971;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
468;05/04/1971;Đợt bí tích ngày 05 tháng 04 năm 1971;G.b. Nguyễn Đức Nhuận;0;Nam Hải;2014-09-16 08:34:25;;0
469;22/04/1971;Đợt bí tích ngày 22 tháng 04 năm 1971;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
470;01/07/1971;Đợt bí tích ngày 01 tháng 07 năm 1971;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
471;12/07/1971;Đợt bí tích ngày 12 tháng 07 năm 1971;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
472;09/08/1971;Đợt bí tích ngày 09 tháng 08 năm 1971;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
473;27/03/1971;Đợt bí tích ngày 27 tháng 03 năm 1971;Giuse Phạm Quang Đoan;0;Tân Mai;2014-09-16 08:34:25;;0
474;12/09/1971;Đợt bí tích ngày 12 tháng 09 năm 1971;Phê-rô Hiếu;0;Ngọc Đồng;2014-09-16 08:34:25;;0
475;1971;Đợt bí tích năm 1971;;0;Lộ Đức;2014-09-16 08:34:25;;0
476;08/07/1971;Đợt bí tích ngày 08 tháng 07 năm 1971;;0;Tân Mai;2014-09-16 08:34:25;;0
477;28/07/1971;Đợt bí tích ngày 28 tháng 07 năm 1971;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
478;12/09/1971;Đợt bí tích ngày 12 tháng 09 năm 1971;Phero Nguyễn Quang Hiến;0;Ngọc Đồng;2014-09-16 08:34:25;;0
479;22/11/1971;Đợt bí tích ngày 22 tháng 11 năm 1971;;0;Mẫu Tâm;2014-09-16 08:34:25;;0
505;17/07/1972;Đợt bí tích ngày 17 tháng 07 năm 1972;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
506;10/12/1972;Đợt bí tích ngày 10 tháng 12 năm 1972;;0;Võ Dõng;2014-09-16 08:34:25;;0
507;01/05/1972;Đợt bí tích ngày 01 tháng 05 năm 1972;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
508;11/09/1972;Đợt bí tích ngày 11 tháng 09 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
509;23/09/1972;Đợt bí tích ngày 23 tháng 09 năm 1972;;0;Hóc Môn;2014-09-16 08:34:25;;0
510;16/10/1972;Đợt bí tích ngày 16 tháng 10 năm 1972;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
511;12/06/1972;Đợt bí tích ngày 12 tháng 06 năm 1972;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
512;04/06/1972;Đợt bí tích ngày 04 tháng 06 năm 1972;;0;Lộc Lâm;2014-09-16 08:34:25;;0
513;13/03/1972;Đợt bí tích ngày 13 tháng 03 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
514;31/01/1972;Đợt bí tích ngày 31 tháng 01 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
515;02/04/1972;Đợt bí tích ngày 02 tháng 04 năm 1972;;0;;2014-09-16 08:34:25;;0
516;07/02/1972;Đợt bí tích ngày 07 tháng 02 năm 1972;Phero Nguyễn Khang Hy;0;Tân Mai 2;2014-09-16 08:34:25;;0
517;14/02/1972;Đợt bí tích ngày 14 tháng 02 năm 1972;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
518;02/06/1972;Đợt bí tích ngày 02 tháng 06 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
519;27/04/1972;Đợt bí tích ngày 27 tháng 04 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
520;13/08/1972;Đợt bí tích ngày 13 tháng 08 năm 1972;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
521;17/01/1972;Đợt bí tích ngày 17 tháng 01 năm 1972;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
522;22/10/1972;Đợt bí tích ngày 22 tháng 10 năm 1972;;0;Gx Hà Nội;2014-09-16 08:34:25;;0
523;05/03/1972;Đợt bí tích ngày 05 tháng 03 năm 1972;;0;Bình Lộc;2014-09-16 08:34:25;;0
524;16/01/1972;Đợt bí tích ngày 16 tháng 01 năm 1972;;0;Gx Thái Bình, Tgp Sài Gòn;2014-09-16 08:34:25;;0
525;06/08/1972;Đợt bí tích ngày 06 tháng 08 năm 1972;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:25;;0
526;02/09/1973;Đợt bí tích ngày 02 tháng 09 năm 1973;;0;Gx Ngọc Đồng;2014-09-16 08:34:25;;0
527;25/03/1973;Đợt bí tích ngày 25 tháng 03 năm 1973;Lm Phêrô Vũ Hữu Tự;0;Gx Bình Thái;2014-09-16 08:34:25;;0
528;18/04/1973;Đợt bí tích ngày 18 tháng 04 năm 1973;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
555;02/07/1973;Đợt bí tích ngày 02 tháng 07 năm 1973;;0;Sài Gòn;2014-09-16 08:34:25;;0
556;24/06/1973;Đợt bí tích ngày 24 tháng 06 năm 1973;;0;;2014-09-16 08:34:25;;0
557;15/01/1973;Đợt bí tích ngày 15 tháng 01 năm 1973;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
558;27/08/1973;Đợt bí tích ngày 27 tháng 08 năm 1973;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
559;27/08/1973;Đợt bí tích ngày 27 tháng 08 năm 1973;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
560;02/12/1973;Đợt bí tích ngày 02 tháng 12 năm 1973;;0;Tân Phước;2014-09-16 08:34:25;;0
561;13/12/1974;Đợt bí tích ngày 13 tháng 12 năm 1974;;0;;2014-09-16 08:34:25;;0
562;08/12/1974;Đợt bí tích ngày 08 tháng 12 năm 1974;;0;Gx Kẻ Sặt;2014-09-16 08:34:25;;0
563;1974;Đợt bí tích năm 1974;;0;Gx Lai Ổn;2014-09-16 08:34:25;;0
564;03/03/1974;Đợt bí tích ngày 03 tháng 03 năm 1974;;0;Gx Kẻ Sặt;2014-09-16 08:34:25;;0
565;15/02/1974;Đợt bí tích ngày 15 tháng 02 năm 1974;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
566;08/07/1974;Đợt bí tích ngày 08 tháng 07 năm 1974;;0;;2014-09-16 08:34:25;;0
567;28/01/1974;Đợt bí tích ngày 28 tháng 01 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
568;27/04/1974;Đợt bí tích ngày 27 tháng 04 năm 1974;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
569;19/05/1974;Đợt bí tích ngày 19 tháng 05 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
570;06/10/1974;Đợt bí tích ngày 06 tháng 10 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
571;17/11/1974;Đợt bí tích ngày 17 tháng 11 năm 1974;;0;Bùi Thái;2014-09-16 08:34:25;;0
572;01/11/1974;Đợt bí tích ngày 01 tháng 11 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
573;17/02/1974;Đợt bí tích ngày 17 tháng 02 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
574;15/12/1974;Đợt bí tích ngày 15 tháng 12 năm 1974;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
575;31/12/1974;Đợt bí tích ngày 31 tháng 12 năm 1974;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
576;14/04/1974;Đợt bí tích ngày 14 tháng 04 năm 1974;Đinh Ngọc Quế;0;Thủ Đô;2014-09-16 08:34:25;;0
577;17/06/1974;Đợt bí tích ngày 17 tháng 06 năm 1974;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
578;20/12/1974;Đợt bí tích ngày 20 tháng 12 năm 1974;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
579;06/10/1974;Đợt bí tích ngày 06 tháng 10 năm 1974;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
604;12/01/1975;Đợt bí tích ngày 12 tháng 01 năm 1975;Lm Giuse Đoàn Huy Chương;0;Nhà Thờ Quân Đội Đồng Tâm;2014-09-16 08:34:25;;0
605;30/11/1975;Đợt bí tích ngày 30 tháng 11 năm 1975;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
606;27/02/1975;Đợt bí tích ngày 27 tháng 02 năm 1975;Ambrosio Đỡ Bích Ngô;0;Sư Đoàn 2;2014-09-16 08:34:25;;0
607;27/02/1975;Đợt bí tích ngày 27 tháng 02 năm 1975;Ambrosio Đỗ Bích Ngô;0;Sư Đoàn 2;2014-09-16 08:34:25;;0
608;13/12/1975;Đợt bí tích ngày 13 tháng 12 năm 1975;;0;Bắc Hải;2014-09-16 08:34:25;;0
609;27/07/1975;Đợt bí tích ngày 27 tháng 07 năm 1975;Vinh Sơn Trần Văn Hòa;0;Gia Định;2014-09-16 08:34:25;;0
610;06/09/1975;Đợt bí tích ngày 06 tháng 09 năm 1975;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
611;02/08/1975;Đợt bí tích ngày 02 tháng 08 năm 1975;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
612;05/10/1975;Đợt bí tích ngày 05 tháng 10 năm 1975;;0;;2014-09-16 08:34:25;;0
613;26/04/1975;Đợt bí tích ngày 26 tháng 04 năm 1975;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
614;06/04/1975;Đợt bí tích ngày 06 tháng 04 năm 1975;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
615;06/04/1975;Đợt bí tích ngày 06 tháng 04 năm 1975;Gioan Nguyễn Bá Tước;0;;2014-09-16 08:34:25;;0
616;28/12/1975;Đợt bí tích ngày 28 tháng 12 năm 1975;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
617;02/02/1975;Đợt bí tích ngày 02 tháng 02 năm 1975;;0;Gx Nghĩa Sơn;2014-09-16 08:34:25;;0
618;05/07/1975;Đợt bí tích ngày 05 tháng 07 năm 1975;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
619;31/10/1975;Đợt bí tích ngày 31 tháng 10 năm 1975;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
620;02/08/1975;Đợt bí tích ngày 02 tháng 08 năm 1975;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
621;27/04/1975;Đợt bí tích ngày 27 tháng 04 năm 1975;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
622;30/05/1976;Đợt bí tích ngày 30 tháng 05 năm 1976;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
623;23/11/1976;Đợt bí tích ngày 23 tháng 11 năm 1976;;0;Hảo Nho;2014-09-16 08:34:25;;0
624;07/11/1976;Đợt bí tích ngày 07 tháng 11 năm 1976;;0;;2014-09-16 08:34:25;;0
625;22/08/1976;Đợt bí tích ngày 22 tháng 08 năm 1976;Lm Gioakim Đặng Văn Phán;0;Gx Hải Châu;2014-09-16 08:34:25;;0
626;30/10/1976;Đợt bí tích ngày 30 tháng 10 năm 1976;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
627;04/07/1976;Đợt bí tích ngày 04 tháng 07 năm 1976;;0;Đà Lạt;2014-09-16 08:34:25;;0
628;01/08/1976;Đợt bí tích ngày 01 tháng 08 năm 1976;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
629;18/05/1976;Đợt bí tích ngày 18 tháng 05 năm 1976;;0;Gx Vân Am;2014-09-16 08:34:25;;0
630;17/08/1976;Đợt bí tích ngày 17 tháng 08 năm 1976;;0;Ngọc Đồng;2014-09-16 08:34:25;;0
631;28/02/1976;Đợt bí tích ngày 28 tháng 02 năm 1976;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
632;29/02/1976;Đợt bí tích ngày 29 tháng 02 năm 1976;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
633;28/03/1976;Đợt bí tích ngày 28 tháng 03 năm 1976;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
634;29/02/1976;Đợt bí tích ngày 29 tháng 02 năm 1976;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
635;12/01/1976;Đợt bí tích ngày 12 tháng 01 năm 1976;;0;Bắc Hải;2014-09-16 08:34:25;;0
636;27/06/1976;Đợt bí tích ngày 27 tháng 06 năm 1976;;0;;2014-09-16 08:34:25;;0
637;04/11/1976;Đợt bí tích ngày 04 tháng 11 năm 1976;;0;Ngô Xá;2014-09-16 08:34:25;;0
638;30/10/1976;Đợt bí tích ngày 30 tháng 10 năm 1976;Hylario Nguyễn Công Minh;0;Chân Phúc Khang;2014-09-16 08:34:25;;0
639;06/06/1976;Đợt bí tích ngày 06 tháng 06 năm 1976;;0;Lai Ổn;2014-09-16 08:34:25;;0
640;30/10/1976;Đợt bí tích ngày 30 tháng 10 năm 1976;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
641;28/03/1976;Đợt bí tích ngày 28 tháng 03 năm 1976;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
642;1976;Đợt bí tích năm 1976;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
643;25/01/1976;Đợt bí tích ngày 25 tháng 01 năm 1976;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
644;31/10/1976;Đợt bí tích ngày 31 tháng 10 năm 1976;;0;Hà Nội;2014-09-16 08:34:25;;0
645;30/05/1976;Đợt bí tích ngày 30 tháng 05 năm 1976;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
646;28/11/1976;Đợt bí tích ngày 28 tháng 11 năm 1976;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
647;10/04/1976;Đợt bí tích ngày 10 tháng 04 năm 1976;;0;Bắc Xuyên;2014-09-16 08:34:25;;0
648;02/05/1976;Đợt bí tích ngày 02 tháng 05 năm 1976;;0;;2014-09-16 08:34:25;;0
649;04/07/1976;Đợt bí tích ngày 04 tháng 07 năm 1976;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:25;;0
650;30/10/1976;Đợt bí tích ngày 30 tháng 10 năm 1976;Đaminh Phạm Hữu Tư;0;;2014-09-16 08:34:25;;0
651;27/06/1976;Đợt bí tích ngày 27 tháng 06 năm 1976;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
652;07/03/1976;Đợt bí tích ngày 07 tháng 03 năm 1976;;0;Gx Kẻ Sặt;2014-09-16 08:34:25;;0
653;04/12/1977;Đợt bí tích ngày 04 tháng 12 năm 1977;;0;Ngọc Đồng;2014-09-16 08:34:25;;0
654;01/07/1977;Đợt bí tích ngày 01 tháng 07 năm 1977;;0;Gx Bắc Hải;2014-09-16 08:34:25;;0
655;13/08/1977;Đợt bí tích ngày 13 tháng 08 năm 1977;;0;An Lãng;2014-09-16 08:34:25;;0
656;02/10/1977;Đợt bí tích ngày 02 tháng 10 năm 1977;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
657;10/12/1977;Đợt bí tích ngày 10 tháng 12 năm 1977;;0;Sở Kiện;2014-09-16 08:34:25;;0
658;20/11/1977;Đợt bí tích ngày 20 tháng 11 năm 1977;;0;Tân Định;2014-09-16 08:34:25;;0
659;28/10/1977;Đợt bí tích ngày 28 tháng 10 năm 1977;;0;Tân Bắc;2014-09-16 08:34:25;;0
660;30/01/1977;Đợt bí tích ngày 30 tháng 01 năm 1977;;0;;2014-09-16 08:34:25;;0
661;03/07/1977;Đợt bí tích ngày 03 tháng 07 năm 1977;Phe-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
662;06/11/1977;Đợt bí tích ngày 06 tháng 11 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
663;22/05/1977;Đợt bí tích ngày 22 tháng 05 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
664;02/07/1977;Đợt bí tích ngày 02 tháng 07 năm 1977;;0;Mẫu Tâm;2014-09-16 08:34:25;;0
665;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
666;07/08/1977;Đợt bí tích ngày 07 tháng 08 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
667;30/08/1977;Đợt bí tích ngày 30 tháng 08 năm 1977;;0;Gx Tiên Chu;2014-09-16 08:34:25;;0
668;12/10/1977;Đợt bí tích ngày 12 tháng 10 năm 1977;;0;Phục Lễ;2014-09-16 08:34:25;;0
669;04/09/1977;Đợt bí tích ngày 04 tháng 09 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
670;03/04/1977;Đợt bí tích ngày 03 tháng 04 năm 1977;;0;Tân Phước;2014-09-16 08:34:25;;0
671;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
672;27/03/1977;Đợt bí tích ngày 27 tháng 03 năm 1977;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
673;22/05/1977;Đợt bí tích ngày 22 tháng 05 năm 1977;Phero Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
674;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
675;07/10/1977;Đợt bí tích ngày 07 tháng 10 năm 1977;;0;Bùi Chu;2014-09-16 08:34:25;;0
676;03/07/1977;Đợt bí tích ngày 03 tháng 07 năm 1977;;0;Gia Yên;2014-09-16 08:34:25;;0
677;24/04/1977;Đợt bí tích ngày 24 tháng 04 năm 1977;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
678;29/05/1977;Đợt bí tích ngày 29 tháng 05 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
679;25/12/1977;Đợt bí tích ngày 25 tháng 12 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
680;30/01/1977;Đợt bí tích ngày 30 tháng 01 năm 1977;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
681;06/11/1977;Đợt bí tích ngày 06 tháng 11 năm 1977;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
682;20/02/1977;Đợt bí tích ngày 20 tháng 02 năm 1977;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
683;29/11/1977;Đợt bí tích ngày 29 tháng 11 năm 1977;Paul Huỳnh Ngọc Cảnh;0;Đồng Tâm;2014-09-16 08:34:25;;0
684;20/02/1977;Đợt bí tích ngày 20 tháng 02 năm 1977;Phê-rô Trần Đình Tứ;0;Ngũ Phúc;2014-09-16 08:34:25;;0
685;07/08/1977;Đợt bí tích ngày 07 tháng 08 năm 1977;Vinh Sơn Nguyễn Ngọc Quý;0;Bình Lộc;2014-09-16 08:34:25;;0
686;03/12/1977;Đợt bí tích ngày 03 tháng 12 năm 1977;;0;Lộc Hòa;2014-09-16 08:34:25;;0
687;30/01/1977;Đợt bí tích ngày 30 tháng 01 năm 1977;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
688;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
689;12/03/1978;Đợt bí tích ngày 12 tháng 03 năm 1978;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
690;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
691;01/01/1978;Đợt bí tích ngày 01 tháng 01 năm 1978;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
692;02/04/1978;Đợt bí tích ngày 02 tháng 04 năm 1978;;0;Gx Bùi Chu;2014-09-16 08:34:25;;0
693;12/11/1978;Đợt bí tích ngày 12 tháng 11 năm 1978;Lm. Gioakim Đặng Văn Phán;0;Gx Hải Châu;2014-09-16 08:34:25;;0
694;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;;0;Lạc Nghiệp, Gp Đà Lạt;2014-09-16 08:34:25;;0
695;23/07/1978;Đợt bí tích ngày 23 tháng 07 năm 1978;;0;Gx Bái Xuyên;2014-09-16 08:34:25;;0
696;03/09/1978;Đợt bí tích ngày 03 tháng 09 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
697;27/03/1978;Đợt bí tích ngày 27 tháng 03 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
698;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
699;29/01/1978;Đợt bí tích ngày 29 tháng 01 năm 1978;;0;Hữu Phước;2014-09-16 08:34:25;;0
700;01/10/1978;Đợt bí tích ngày 01 tháng 10 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
701;06/08/1978;Đợt bí tích ngày 06 tháng 08 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
702;03/09/1978;Đợt bí tích ngày 03 tháng 09 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
703;02/04/1978;Đợt bí tích ngày 02 tháng 04 năm 1978;Giuse Phạm Đức Sự, Op;0;Ngọc Đồng;2014-09-16 08:34:25;;0
704;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
705;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
706;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;;0;Ninh Phát;2014-09-16 08:34:25;;0
707;25/11/1978;Đợt bí tích ngày 25 tháng 11 năm 1978;;0;Bắc Hòa;2014-09-16 08:34:25;;0
708;10/08/1978;Đợt bí tích ngày 10 tháng 08 năm 1978;Ông Trùm Giuse Nguyễn Văn Trọng;0;Gx La Đao;2014-09-16 08:34:25;;0
709;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
710;05/03/1978;Đợt bí tích ngày 05 tháng 03 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:25;;0
711;06/05/1978;Đợt bí tích ngày 06 tháng 05 năm 1978;;0;;2014-09-16 08:34:25;;0
712;05/02/1978;Đợt bí tích ngày 05 tháng 02 năm 1978;;0;;2014-09-16 08:34:25;;0
713;05/09/1978;Đợt bí tích ngày 05 tháng 09 năm 1978;;0;;2014-09-16 08:34:26;;0
714;28/05/1978;Đợt bí tích ngày 28 tháng 05 năm 1978;;0;;2014-09-16 08:34:26;;0
715;24/12/1978;Đợt bí tích ngày 24 tháng 12 năm 1978;Đaminh Nguyển Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:26;;0
716;04/06/1978;Đợt bí tích ngày 04 tháng 06 năm 1978;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:26;;0
717;02/07/1978;Đợt bí tích ngày 02 tháng 07 năm 1978;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:26;;0
718;07/05/1978;Đợt bí tích ngày 07 tháng 05 năm 1978;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:26;;0
719;10/09/1978;Đợt bí tích ngày 10 tháng 09 năm 1978;;0;Thánh Tâm;2014-09-16 08:34:26;;0
720;05/11/1978;Đợt bí tích ngày 05 tháng 11 năm 1978;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:26;;0
721;07/10/1979;Đợt bí tích ngày 07 tháng 10 năm 1979;Lm. Đaminh Nguyễn Văn Tòng;0;Gx Ngũ Phúc;2014-09-16 08:34:26;;0
722;07/08/1979;Đợt bí tích ngày 07 tháng 08 năm 1979;;0;Gx Lộ Đức;2014-09-16 08:34:26;;0
723;05/01/1979;Đợt bí tích ngày 05 tháng 01 năm 1979;Lm. Giuse Nguyễn Bình An;0;Mỹ Hoán, Gp Nha Trang;2014-09-16 08:34:26;;0
724;07/01/1979;Đợt bí tích ngày 07 tháng 01 năm 1979;;0;Ngũ Phúc;2014-09-16 08:34:26;;0
